,GENE_ID,GENE_NAME,GENE_POSLEFT,GENE_POSRIGHT,GENE_STRAND
2357,ECK120002358,nudL,1896170,1896748,forward
2358,ECK120002359,ttdR,3205324,3206256,reverse
2359,ECK120002360,fldB,3039855,3040376,forward
2360,ECK120002361,ycaK,949668,950258,forward
2361,ECK120002362,yccJ,1066864,1067091,reverse
2362,ECK120002363,yggM,3098558,3099565,reverse
2363,ECK120002364,yggN,3100904,3101623,reverse
2364,ECK120002365,ygbE,2873014,2873337,reverse
2365,ECK120002366,ybcI,556032,556553,reverse
2366,ECK120002367,yedI,2028449,2029366,reverse
2367,ECK120002368,yedJ,2032384,2033079,reverse
2368,ECK120002369,luxS,2814218,2814733,reverse
2369,ECK120002370,yddG,1546288,1547169,reverse
2370,ECK120002371,dxr,193521,194717,forward
2371,ECK120002372,mug,3214967,3215473,reverse
2372,ECK120002373,ygjI,3226234,3227667,forward
2373,ECK120002374,sstT,3239944,3241188,forward
2374,ECK120002375,uxaA,3241827,3243314,reverse
2375,ECK120002376,exuT,3245224,3246522,forward
2376,ECK120002377,exuR,3246652,3247428,forward
2377,ECK120002378,yhaO,3256679,3258010,reverse
2378,ECK120002379,garP,3273573,3274907,reverse
2379,ECK120002380,agaA,3281122,3281625,forward
2380,ECK120002381,kbaY,3283143,3284003,forward
2381,ECK120002382,agaB,3284170,3284646,forward
2382,ECK120002383,agaC,3284685,3285488,forward
2383,ECK120002384,diaA,3295809,3296399,forward
2384,ECK120002385,yhbY,3327790,3328083,forward
2385,ECK120002386,mlaD,3337910,3338461,reverse
2386,ECK120002387,mlaE,3338466,3339248,reverse
2387,ECK120002388,mlaF,3339256,3340065,reverse
2388,ECK120002389,yrbG,3340275,3341252,forward
2389,ECK120002390,ybaM,490110,490271,reverse
2390,ECK120002391,yhdW,3419149,3420066,forward
2391,ECK120002392,yhdX,3420134,3421315,forward
2392,ECK120002393,yhdY,3421325,3422428,forward
2393,ECK120002394,yhdZ,3422436,3423194,forward
2394,ECK120002395,ybjC,890913,891200,forward
2395,ECK120002396,ybaN,490882,491259,forward
2396,ECK120002397,yefM,2089462,2089713,reverse
2397,ECK120002398,cas2,2878569,2878853,reverse
2398,ECK120002399,yfaL,2340417,2344169,reverse
2399,ECK120002400,ybeL,675018,675500,forward
2400,ECK120002401,abgT,1400247,1401773,reverse
2401,ECK120002402,cpoB,779598,780389,forward
2402,ECK120002403,matP,1018485,1018937,forward
2403,ECK120002404,yfiM,2724128,2724451,forward
2404,ECK120002405,opgD,1496856,1498511,forward
2405,ECK120002406,yebK,1936652,1937521,forward
2406,ECK120002407,yecF,1995818,1996042,forward
2407,ECK120002408,ydcH,1498651,1498875,forward
2408,ECK120002409,proQ,1914836,1915534,reverse
2409,ECK120002410,ampH,395130,396287,reverse
2410,ECK120002411,yciN,1330417,1330668,reverse
2411,ECK120002412,ycjF,1385511,1386572,forward
2412,ECK120002413,yajI,432312,432851,reverse
2413,ECK120002414,ybhC,805998,807281,reverse
2414,ECK120002415,tusE,1030339,1030668,reverse
2415,ECK120002416,ycfK,1207501,1208130,forward
2416,ECK120002417,zapA,3055612,3055941,forward
2417,ECK120002418,ybcJ,556661,556873,reverse
2418,ECK120002419,dgcN,2742383,2743609,forward
2419,ECK120002420,yfaH,2349687,2349893,forward
2420,ECK120002421,gss,3136663,3138522,reverse
2421,ECK120002422,pitB,3134872,3136371,reverse
2422,ECK120002423,yheS,3481289,3483202,forward
2423,ECK120002424,frlA,3499910,3501247,forward
2424,ECK120002425,feoC,3542728,3542964,forward
2425,ECK120002426,glk,2508461,2509426,reverse
2426,ECK120002427,tynA,1449076,1451349,reverse
2427,ECK120002428,xapB,2522729,2523985,reverse
2428,ECK120002429,dsdC,2476694,2477629,reverse
2429,ECK120002430,yqcE,2900592,2901869,forward
2430,ECK120002431,ybaE,465612,467312,reverse
2431,ECK120002432,mngA,765984,767960,forward
2432,ECK120002433,mngB,767978,770611,forward
2433,ECK120002434,cobU,2065219,2065764,reverse
2434,ECK120002435,aqpZ,915352,916047,reverse
2435,ECK120002436,emrY,2480638,2482176,reverse
2436,ECK120002437,dctA,3682161,3683447,reverse
2437,ECK120002438,dgoA,3872995,3873612,reverse
2438,ECK120002439,dgoK,3873596,3874474,reverse
2439,ECK120002440,dgoT,3870438,3871730,reverse
2440,ECK120002441,glcB,3121634,3123805,reverse
2441,ECK120002442,gpsA,3782642,3783661,reverse
2442,ECK120002443,hpt,141431,141967,forward
2443,ECK120002444,kefB,3478802,3480607,reverse
2444,ECK120002445,pta,2414747,2416891,forward
2445,ECK120002446,uxuB,4552901,4554361,forward
2446,ECK120002447,uxuR,4554576,4555349,forward
2447,ECK120002448,xylF,3731131,3732123,forward
2448,ECK120002449,xylR,3734979,3736157,forward
2449,ECK120002450,nrdE,2801348,2803492,forward
2450,ECK120002451,alaT,4037260,4037335,forward
2451,ECK120002452,alaU,3426958,3427033,reverse
2452,ECK120002453,alaV,225500,225575,forward
2453,ECK120002454,alaW,2518156,2518231,reverse
2454,ECK120002455,alaX,2518041,2518116,reverse
2455,ECK120002456,argQ,2817784,2817860,reverse
2456,ECK120002457,argU,564723,564799,forward
2457,ECK120002458,argV,2818473,2818549,reverse
2458,ECK120002459,argW,2466309,2466383,forward
2459,ECK120002460,argX,3982375,3982451,forward
2460,ECK120002461,argY,2818198,2818274,reverse
2461,ECK120002462,argZ,2818059,2818135,reverse
2462,ECK120002463,asnT,2044549,2044624,forward
2463,ECK120002464,asnU,2059851,2059926,forward
2464,ECK120002465,asnV,2062260,2062335,forward
2465,ECK120002466,aspT,3946872,3946948,forward
2466,ECK120002467,aspU,228928,229004,forward
2467,ECK120002468,aspV,236931,237007,forward
2468,ECK120002469,ffs,476448,476561,forward
2469,ECK120002470,glnU,696865,696939,reverse
2470,ECK120002471,glnV,696542,696616,reverse
2471,ECK120002472,glnW,696756,696830,reverse
2472,ECK120002473,glnX,696430,696504,reverse
2473,ECK120002474,gltT,4168372,4168447,forward
2474,ECK120002475,gltU,3943435,3943510,forward
2475,ECK120002476,gltV,4209774,4209849,forward
2476,ECK120002477,gltW,2729369,2729444,reverse
2477,ECK120002478,glyT,4175673,4175747,forward
2478,ECK120002479,glyU,2998984,2999057,reverse
2479,ECK120002480,glyV,4392360,4392435,forward
2480,ECK120002481,glyW,1992042,1992117,reverse
2481,ECK120002482,glyX,4392472,4392547,forward
2482,ECK120002483,glyY,4392583,4392658,forward
2483,ECK120002484,hisR,3982509,3982585,forward
2484,ECK120002485,ileT,4037141,4037217,forward
2485,ECK120002486,ileU,3427076,3427152,reverse
2486,ECK120002487,ileV,225381,225457,forward
2487,ECK120002488,ileX,3215598,3215673,forward
2488,ECK120002489,leuP,4606200,4606286,reverse
2489,ECK120002490,leuQ,4606315,4606401,reverse
2490,ECK120002491,leuT,3982606,3982692,forward
2491,ECK120002492,leuU,3322072,3322158,reverse
2492,ECK120002493,leuV,4606079,4606165,reverse
2493,ECK120002494,leuW,696963,697047,reverse
2494,ECK120002495,leuX,4496405,4496489,forward
2495,ECK120002496,leuZ,1991815,1991901,reverse
2496,ECK120002497,lysT,780554,780629,forward
2497,ECK120002498,lysV,2521253,2521328,forward
2498,ECK120002499,lysW,780843,780918,forward
2499,ECK120002500,metT,697057,697133,reverse
2500,ECK120002501,metU,696664,696740,reverse
2501,ECK120002502,metV,2947607,2947683,forward
2502,ECK120002503,metY,3318213,3318289,reverse
2503,ECK120002504,metZ,2947387,2947463,forward
2504,ECK120002505,micF,2313084,2313176,forward
2505,ECK120002506,pheU,4362551,4362626,reverse
2506,ECK120002507,pheV,3110366,3110441,forward
2507,ECK120002508,proK,3708616,3708692,reverse
2508,ECK120002509,proL,2286211,2286287,forward
2509,ECK120002510,proM,3982735,3982811,forward
2510,ECK120002511,rnpB,3270216,3270592,reverse
2511,ECK120002512,rrfA,4040517,4040636,forward
2512,ECK120002513,rrfB,4171637,4171756,forward
2513,ECK120002514,rrfC,3946700,3946819,forward
2514,ECK120002515,rrfD,3423668,3423787,reverse
2515,ECK120002516,rrfE,4213040,4213159,forward
2516,ECK120002517,rrfG,2726069,2726188,reverse
2517,ECK120002518,rrfH,228756,228875,forward
2518,ECK120002519,rrlA,4037519,4040423,forward
2519,ECK120002520,rrlB,4168641,4171544,forward
2520,ECK120002521,rrlC,3943704,3946607,forward
2521,ECK120002522,rrlD,3423880,3426783,reverse
2522,ECK120002523,rrlE,4210043,4212946,forward
2523,ECK120002524,rrlG,2726281,2729184,reverse
2524,ECK120002525,rrlH,225759,228662,forward
2525,ECK120002526,rrsA,4035531,4037072,forward
2526,ECK120002527,rrsB,4166659,4168200,forward
2527,ECK120002528,rrsC,3941808,3943349,forward
2528,ECK120002529,rrsD,3427221,3428762,reverse
2529,ECK120002530,rrsE,4208147,4209688,forward
2530,ECK120002531,rrsG,2729616,2731157,reverse
2531,ECK120002532,rrsH,223771,225312,forward
2532,ECK120002533,rrfF,3423423,3423542,reverse
2533,ECK120002534,selC,3836222,3836316,forward
2534,ECK120002535,serT,1031625,1031712,reverse
2535,ECK120002536,serU,2043468,2043557,reverse
2536,ECK120002537,serV,2818553,2818645,reverse
2537,ECK120002538,serW,925884,925971,reverse
2538,ECK120002539,serX,1097565,1097652,reverse
2539,ECK120002540,spf,4049899,4050007,forward
2540,ECK120002541,ssrS,3055983,3056165,forward
2541,ECK120002542,ssrA,2755593,2755955,forward
2542,ECK120002543,thrT,4175754,4175829,forward
2543,ECK120002544,thrU,4175388,4175463,forward
2544,ECK120002545,thrV,3423580,3423655,reverse
2545,ECK120002546,thrW,262871,262946,forward
2546,ECK120002547,trpT,3946957,3947032,forward
2547,ECK120002548,tyrT,1287538,1287622,reverse
2548,ECK120002549,tyrU,4175472,4175556,forward
2549,ECK120002550,tyrV,1287244,1287328,reverse
2550,ECK120002551,valT,780765,780840,forward
2551,ECK120002552,valU,2520931,2521006,forward
2552,ECK120002553,valV,1746435,1746511,forward
2553,ECK120002554,valW,1746516,1746592,forward
2554,ECK120002555,valX,2521051,2521126,forward
2555,ECK120002556,valY,2521173,2521248,forward
2556,ECK120002557,dicF,1649382,1649434,forward
2557,ECK120002558,oxyS,4158285,4158394,reverse
2558,ECK120002559,metW,2947497,2947573,forward
2559,ECK120002560,rplU,3333140,3333451,reverse
2560,ECK120002561,rpmA,3332862,3333119,reverse
2561,ECK120002562,acpP,1151615,1151851,forward
2562,ECK120002563,rmf,1015715,1015882,forward
2563,ECK120002564,nfsB,604771,605424,reverse
2564,ECK120002565,eutB,2557318,2558679,reverse
2565,ECK120002566,eutC,2556410,2557297,reverse
2566,ECK120002567,cybC,4459553,4459855,forward
2567,ECK120002568,gadA,3666180,3667580,reverse
2568,ECK120002569,frmA,378462,379571,reverse
2569,ECK120002570,folP,3324063,3324911,reverse
2570,ECK120002571,ecnA,4376317,4376442,forward
2571,ECK120002572,glcF,3124236,3125459,reverse
2572,ECK120002573,csrB,2924156,2924524,reverse
2573,ECK120002574,sraA,458728,458784,reverse
2574,ECK120002575,sraB,1146589,1146757,forward
2575,ECK120002576,rprA,1770372,1770476,forward
2576,ECK120002577,ryeA,1923066,1923314,forward
2577,ECK120002578,micA,2814802,2814873,forward
2578,ECK120002579,gcvB,2942696,2942900,forward
2579,ECK120002580,omrA,2976102,2976189,reverse
2580,ECK120002581,sraF,3238374,3238561,forward
2581,ECK120002582,sraG,3311183,3311398,forward
2582,ECK120002583,arcZ,3350577,3350697,forward
2583,ECK120002584,ryhB,3580927,3581016,reverse
2584,ECK120002585,glmZ,3986432,3986603,forward
2585,ECK120002586,csrC,4051036,4051280,forward
2586,ECK120002587,ryjA,4277927,4278066,reverse
2587,ECK120002588,rydB,1764713,1764780,reverse
2588,ECK120002589,cyaR,2167114,2167200,forward
2589,ECK120002590,ryfA,2653855,2654158,forward
2590,ECK120002591,rybB,887977,888057,reverse
2591,ECK120002592,rybA,852725,853064,reverse
2592,ECK120002593,omrB,2976304,2976385,reverse
2593,ECK120002594,sdsR,1923104,1923207,reverse
2594,ECK120002595,sibA,2153311,2153454,forward
2595,ECK120002596,sibB,2153646,2153781,forward
2596,ECK120002597,sibC,3056851,3056991,forward
2597,ECK120002598,yncL,1517099,1517194,reverse
2598,ECK120002599,ypfM,2590807,2590866,reverse
2599,ECK120002602,yciY,1308788,1308961,forward
2600,ECK120002603,mgtS,1622646,1622741,forward
2601,ECK120002604,tpke11,14080,14167,forward
2602,ECK120002605,tp2,122697,122857,reverse
2603,ECK120002606,tff,189712,189847,forward
2604,ECK120002607,C0067,238462,238586,forward
2605,ECK120002608,C0293,1196714,1196786,forward
2606,ECK120002609,C0299,1230629,1230707,forward
2607,ECK120002610,mcaS,1405659,1405751,reverse
2608,ECK120002611,C0343,1409363,1409437,forward
2609,ECK120002612,micC,1437121,1437229,forward
2610,ECK120002613,C0362,1552001,1552386,forward
2611,ECK120002614,C0465,1972739,1972816,forward
2612,ECK120002615,isrB,1987839,1987998,reverse
2613,ECK120002616,isrC,2071317,2071511,forward
2614,ECK120002617,tpke70,2496194,2496629,reverse
2615,ECK120002618,C0614,2653452,2653538,reverse
2616,ECK120002619,IS128,2653515,2653723,forward
2617,ECK120002620,glmY,2691157,2691340,reverse
2618,ECK120002621,C0664,2835055,2835167,forward
2619,ECK120002622,C0719,3121358,3121579,forward
2620,ECK120002623,sibD,3194721,3194865,reverse
2621,ECK120002624,gadY,3664864,3664968,forward
2622,ECK120002626,ldrD,3699980,3700087,reverse
2623,ECK120002627,rdlD,3700136,3700199,forward
2624,ECK120002628,ydaE,1417838,1418008,reverse
2625,ECK120002629,yoeB,2089211,2089465,reverse
2627,ECK120002641,sroA,75516,75608,reverse
2628,ECK120002642,chiX,507204,507287,forward
2629,ECK120002643,sroC,686681,686843,reverse
2630,ECK120002644,sroD,1888017,1888102,reverse
2631,ECK120002645,sroE,2640595,2640686,reverse
2632,ECK120002646,sroG,3184570,3184718,reverse
2633,ECK120002647,sroH,4190327,4190487,reverse
2634,ECK120002648,pdxB,2436715,2437851,reverse
2635,ECK120002649,yjdP,4313868,4314197,forward
2636,ECK120002650,blr,1704551,1704676,forward
2637,ECK120002651,ecnB,4376553,4376699,forward
2638,ECK120002652,hokC,16751,16903,reverse
2639,ECK120002653,sokC,16952,17006,forward
2640,ECK120002654,hokE,607836,607988,forward
2641,ECK120002655,ldrA,1269168,1269275,reverse
2642,ECK120002656,rdlA,1269323,1269389,forward
2643,ECK120002657,ldrB,1269703,1269810,reverse
2644,ECK120002658,rdlB,1269858,1269923,forward
2645,ECK120002659,ldrC,1270238,1270345,reverse
2646,ECK120002660,rdlC,1270393,1270460,forward
2647,ECK120002661,rttR,1287066,1287236,reverse
2648,ECK120002662,hokB,1491922,1492071,reverse
2649,ECK120002663,sokB,1492119,1492174,forward
2650,ECK120002664,hokA,3720448,3720600,reverse
2651,ECK120002665,torI,2476310,2476510,forward
2652,ECK120002666,gnsA,1052067,1052240,forward
2653,ECK120002667,sgrS,77367,77593,forward
2654,ECK120002668,tisA,3853443,3853556,forward
2655,ECK120002669,tisB,3853553,3853642,forward
2656,ECK120002670,dinQ,3647705,3647788,reverse
2657,ECK120002671,thiS,4192637,4192837,reverse
2659,ECK120002673,yajL,443051,443641,reverse
2660,ECK120002674,sapC,1353628,1354518,reverse
2661,ECK120002675,sapB,1354505,1355470,reverse
2662,ECK120002676,sapA,1355467,1357110,reverse
2664,ECK120002678,flgA,1130204,1130863,reverse
2665,ECK120002679,flgB,1131018,1131434,forward
2666,ECK120002680,flgC,1131438,1131842,forward
2667,ECK120002681,fadH,3231665,3233683,forward
2668,ECK120002682,flgD,1131854,1132549,forward
2669,ECK120002683,flgE,1132574,1133782,forward
2670,ECK120002684,flgF,1133802,1134557,forward
2671,ECK120002685,flgG,1134729,1135511,forward
2672,ECK120002686,flgH,1135564,1136262,forward
2673,ECK120002687,flgI,1136274,1137371,forward
2674,ECK120002688,flgJ,1137371,1138312,forward
2675,ECK120002689,flgM,1129835,1130128,reverse
2676,ECK120002690,flhA,1962972,1965050,reverse
2677,ECK120002691,yaeP,213925,214125,reverse
2678,ECK120002692,fliI,2016554,2017927,forward
2679,ECK120002693,fliJ,2017946,2018389,forward
2680,ECK120002694,fliK,2018386,2019513,forward
2681,ECK120002695,nanT,3371084,3372574,reverse
2682,ECK120002697,bglA,3043662,3045101,forward
2683,ECK120002699,maa,479367,479918,reverse
2684,ECK120002700,ldhA,1441854,1442843,reverse
2685,ECK120002701,yaaX,5234,5530,forward
2686,ECK120002702,yaaW,10643,11356,reverse
2687,ECK120002703,insL-1,15445,16557,forward
2689,ECK120002705,insB-1,19811,20314,reverse
2690,ECK120002706,insA-1,20233,20508,reverse
2691,ECK120002707,yaaY,21181,21399,forward
2692,ECK120002708,caiF,34300,34695,forward
2693,ECK120002709,b0100,111564,111698,reverse
2694,ECK120002710,b0105,114407,114514,reverse
2695,ECK120002711,b0165,184987,185118,reverse
2696,ECK120002712,ispU,194903,195664,forward
2697,ECK120002713,bamA,197928,200360,forward
2698,ECK120002714,ldcC,209679,211820,forward
2699,ECK120002715,yaeR,211877,212266,forward
2700,ECK120002716,tilS,212331,213629,forward
2701,ECK120002717,rof,213678,213932,reverse
2702,ECK120002718,yaeQ,214291,214836,forward
2703,ECK120002719,gloB,234027,234782,reverse
2704,ECK120002720,yafS,234816,235538,forward
2705,ECK120002721,yafT,237335,238120,forward
2706,ECK120002722,yafU,238746,239084,reverse
2707,ECK120002723,yafV,239419,240189,reverse
2708,ECK120002724,ivy,240343,240816,forward
2709,ECK120002725,fadE,240859,243303,reverse
2710,ECK120002726,lpcA,243543,244121,forward
2711,ECK120002727,yafJ,244327,245094,forward
2712,ECK120002728,yafK,245065,245805,reverse
2713,ECK120002729,yafQ,245961,246239,reverse
2714,ECK120002730,dinJ,246242,246502,reverse
2715,ECK120002731,yafL,246712,247461,forward
2716,ECK120002732,rayT,247637,248134,forward
2717,ECK120002733,lfhA,248358,250070,reverse
2718,ECK120002734,lafU,250072,250827,forward
2719,ECK120002735,dinB,250898,251953,forward
2720,ECK120002736,yafN,252005,252298,forward
2721,ECK120002737,yafO,252301,252699,forward
2722,ECK120002738,yafP,252709,253161,forward
2723,ECK120002739,ykfJ,253467,253733,forward
2724,ECK120002740,ykfI,263328,263669,reverse
2725,ECK120002741,yafW,263690,264007,reverse
2726,ECK120002742,ykfG,264256,264732,reverse
2727,ECK120002743,yafX,264748,265206,reverse
2728,ECK120002744,ykfF,265304,265543,reverse
2729,ECK120002745,ykfB,265620,266087,reverse
2730,ECK120002746,yafY,266110,266553,reverse
2731,ECK120002747,yafZ,267184,268005,reverse
2732,ECK120002748,ykfA,268097,268960,reverse
2733,ECK120002749,perR,269289,270182,reverse
2734,ECK120002750,insN-1,270242,270646,forward
2735,ECK120002751,insI-1,270603,271754,forward
2736,ECK120002752,insO-1,271830,272255,forward
2737,ECK120002753,ykfC,272847,273992,forward
2738,ECK120002754,insH-1,274101,275117,reverse
2739,ECK120002755,mmuP,275325,276728,forward
2740,ECK120002756,mmuM,276715,277647,forward
2741,ECK120002757,afuB,278814,279176,reverse
2742,ECK120002758,insB-2,279178,279681,reverse
2743,ECK120002759,insA-2,279600,279875,reverse
2744,ECK120002760,yagE,282278,283186,forward
2745,ECK120002761,yagF,283201,285168,forward
2746,ECK120002762,yagG,285395,286777,forward
2747,ECK120002763,yagH,286789,288399,forward
2748,ECK120002764,xynR,288404,289162,reverse
2749,ECK120002765,insB-3,290649,291152,reverse
2750,ECK120002766,insA-3,291071,291346,reverse
2751,ECK120002767,yagJ,291500,292231,forward
2752,ECK120002768,yagK,292322,292948,reverse
2753,ECK120002769,yagL,293220,293918,reverse
2754,ECK120002770,yagM,293945,294799,reverse
2755,ECK120002771,yagN,295139,295579,reverse
2756,ECK120002772,intF,295696,297096,reverse
2757,ECK120002773,yagP,297381,297791,reverse
2758,ECK120002774,paoD,297770,298726,reverse
2759,ECK120002775,paoC,298736,300934,reverse
2760,ECK120002776,paoB,300931,301887,reverse
2761,ECK120002777,paoA,301884,302573,reverse
2762,ECK120002778,yagU,302991,303605,forward
2763,ECK120002779,ykgJ,303853,304182,reverse
2764,ECK120002780,ecpE,304495,305205,reverse
2765,ECK120002781,ecpD,305174,306817,reverse
2766,ECK120002782,ecpC,306807,309332,reverse
2767,ECK120002783,ecpB,309358,310026,reverse
2768,ECK120002784,ecpA,310084,310671,reverse
2769,ECK120002785,ecpR,310746,311336,reverse
2770,ECK120002786,ykgL,312112,312339,forward
2771,ECK120002787,ykgM,312514,312777,reverse
2772,ECK120002788,insE-1,315291,315590,forward
2773,ECK120002789,insF-1,315587,316453,forward
2774,ECK120002790,ykgA,316450,317136,reverse
2775,ECK120002791,rclC,317726,318319,reverse
2776,ECK120002792,rclB,318331,318567,reverse
2777,ECK120002793,rclA,318676,320001,reverse
2778,ECK120002794,rclR,320227,321081,forward
2779,ECK120002795,ykgE,321608,322327,forward
2780,ECK120002796,ykgF,322338,323765,forward
2781,ECK120002797,ykgG,323758,324453,forward
2782,ECK120002798,b0309,324408,324620,reverse
2783,ECK120002799,ykgH,324696,325364,reverse
2784,ECK120002800,yahB,333501,334433,reverse
2785,ECK120002801,yahC,334525,335022,reverse
2786,ECK120002802,yahD,335280,335885,forward
2787,ECK120002803,yahE,335925,336788,forward
2788,ECK120002804,yahF,336778,338325,forward
2789,ECK120002805,yahG,338325,339743,forward
2790,ECK120002806,yahI,340165,341115,forward
2791,ECK120002807,yahJ,341125,342507,forward
2792,ECK120002808,yahK,342884,343933,forward
2793,ECK120002809,yahL,344176,344991,forward
2794,ECK120002810,yahM,345404,345649,forward
2795,ECK120002811,yahN,345666,346337,reverse
2796,ECK120002812,yahO,346484,346759,forward
2797,ECK120002813,prpR,346857,348443,reverse
2798,ECK120002814,prpB,348682,349572,forward
2799,ECK120002815,prpC,350012,351181,forward
2800,ECK120002816,prpD,351215,352666,forward
2801,ECK120002817,prpE,352706,354592,forward
2802,ECK120002818,mhpR,367587,368420,reverse
2803,ECK120002819,mhpE,373868,374881,forward
2804,ECK120002820,mhpT,375459,376670,forward
2805,ECK120002821,yaiL,376772,377311,forward
2806,ECK120002822,frmB,377535,378368,reverse
2807,ECK120002823,frmR,379606,379881,reverse
2808,ECK120002824,yaiO,380069,380842,reverse
2809,ECK120002825,yaiX_2,380844,381059,reverse
2810,ECK120002826,insC-1,381351,381716,forward
2811,ECK120002827,insD-1,381674,382579,forward
2812,ECK120002828,yaiX_1,382504,382872,reverse
2813,ECK120002829,yaiP,382739,383935,reverse
2814,ECK120002830,yaiS,384059,384616,reverse
2815,ECK120002831,tauA,385232,386194,forward
2816,ECK120002832,tauB,386207,386974,forward
2817,ECK120002833,tauC,386971,387798,forward
2818,ECK120002834,ykiB,389897,390115,reverse
2819,ECK120002835,yaiT,390251,391711,forward
2820,ECK120002836,insF-2,391739,392605,reverse
2821,ECK120002837,insE-2,392602,392901,reverse
2822,ECK120002838,yaiU,393015,394418,forward
2823,ECK120002839,iprA,394506,395129,forward
2824,ECK120002840,yaiW,397872,398966,forward
2825,ECK120002841,yaiY,399025,399333,reverse
2826,ECK120002842,yaiZ,399593,399805,forward
2827,ECK120002843,yaiI,405764,406222,forward
2828,ECK120002844,ykiA,408609,408950,forward
2829,ECK120002845,proY,420986,422359,forward
2830,ECK120002846,thiL,435634,436611,forward
2831,ECK120002847,yajO,437161,438135,reverse
2832,ECK120002848,dxs,438315,440177,reverse
2833,ECK120002849,thiI,441549,442997,forward
2834,ECK120002850,panE,443604,444515,reverse
2835,ECK120002851,yajQ,444683,445174,forward
2836,ECK120002852,yajR,445302,446666,reverse
2837,ECK120002853,ppiD,461915,463786,forward
2838,ECK120002854,ybaV,463937,464308,forward
2839,ECK120002855,fadM,464402,464800,forward
2840,ECK120002856,queC,464852,465547,reverse
2841,ECK120002857,cof,467412,468230,forward
2842,ECK120002858,decR,468383,468841,forward
2843,ECK120002859,mdlA,468871,470643,forward
2844,ECK120002860,ybaY,475379,475951,forward
2845,ECK120002861,atl,475982,476371,reverse
2846,ECK120002862,pdeB,477067,478617,reverse
2847,ECK120002863,ylaC,478781,479251,reverse
2848,ECK120002864,mscK,486536,489898,forward
2849,ECK120002865,fsr,503476,504696,reverse
2850,ECK120002866,ybaP,507286,508080,reverse
2851,ECK120002867,ybaQ,508218,508559,forward
2852,ECK120002868,copA,508875,511379,reverse
2853,ECK120002869,glsA,511641,512573,forward
2854,ECK120002870,ybaT,512576,513868,forward
2855,ECK120002871,cueR,513993,514400,forward
2856,ECK120002872,ybbJ,514401,514859,reverse
2857,ECK120002873,qmcA,514856,515773,reverse
2858,ECK120002874,fetA,515919,516596,forward
2859,ECK120002875,fetB,516583,517362,forward
2860,ECK120002876,ybbN,517425,518279,reverse
2861,ECK120002877,ybbO,518340,519149,reverse
2862,ECK120002878,ybbP,520416,522830,forward
2863,ECK120002879,ylbH,527949,528659,forward
2865,ECK120002881,ylbG,529645,530016,reverse
2866,ECK120002882,allS,531295,532221,reverse
2867,ECK120002883,allA,532451,532933,forward
2868,ECK120002884,allR,533011,533826,forward
2869,ECK120002885,hyi,535710,536486,forward
2870,ECK120002886,glxR,536586,537464,forward
2871,ECK120002888,ybbW,537633,539087,forward
2872,ECK120002889,allB,539147,540508,forward
2873,ECK120002890,ybbY,540565,541866,forward
2874,ECK120002891,glxK,541888,543033,forward
2875,ECK120002892,allE,543261,544046,reverse
2876,ECK120002893,allC,544057,545292,reverse
2877,ECK120002894,allD,545314,546363,reverse
2878,ECK120002895,fdrA,546680,548347,forward
2879,ECK120002896,ylbE,548357,549616,forward
2880,ECK120002897,ylbF,549627,550442,forward
2881,ECK120002898,sfmA,558212,558754,forward
2882,ECK120002899,sfmC,558974,559666,forward
2883,ECK120002900,sfmD,559697,562300,forward
2884,ECK120002901,sfmH,562336,563319,forward
2886,ECK120002903,ybcC,566098,566361,reverse
2887,ECK120002904,insE-3,566842,567141,forward
2888,ECK120002905,insF-3,567138,568004,forward
2889,ECK120002906,renD,568062,568247,forward
2890,ECK120002908,ybcK,568902,570428,forward
2891,ECK120002909,ybcL,570893,571444,forward
2892,ECK120002910,ybcM,571454,572251,forward
2893,ECK120002911,ybcN,572466,572921,forward
2894,ECK120002912,ninE,572921,573091,forward
2895,ECK120002913,ybcO,573084,573374,forward
2896,ECK120002914,rusA,573371,573733,forward
2897,ECK120002915,ybcQ,573956,574339,forward
2898,ECK120002916,insH-2,574737,575753,reverse
2899,ECK120002917,essD,577398,577613,forward
2900,ECK120002918,rrrD,577613,578110,forward
2901,ECK120002919,rzpD,578107,578568,forward
2902,ECK120002920,borD,578600,578893,reverse
2903,ECK120002921,ybcV,579184,579594,reverse
2904,ECK120002922,ybcW,579880,580086,forward
2905,ECK120002923,tfaD,581534,582097,forward
2906,ECK120002924,ybcY,582152,582736,reverse
2907,ECK120002925,tfaX,582875,583060,forward
2908,ECK120002926,cusS,593328,594770,reverse
2909,ECK120002927,cusR,594760,595443,reverse
2910,ECK120002928,cusC,595600,596973,forward
2911,ECK120002929,cusF,597131,597463,forward
2912,ECK120002930,cusB,597479,598702,forward
2913,ECK120002931,ybdG,603416,604663,reverse
2914,ECK120002932,ybdF,605518,605886,reverse
2915,ECK120002933,ybdJ,605951,606199,reverse
2916,ECK120002934,ybdK,606265,607383,reverse
2917,ECK120002935,insL-2,608065,609177,forward
2918,ECK120002936,ybdL,633586,634746,forward
2919,ECK120002937,ybdM,634747,635376,reverse
2920,ECK120002938,ybdN,635349,636569,reverse
2921,ECK120002939,ybdO,636716,637618,reverse
2922,ECK120002940,dsbG,637827,638573,reverse
2923,ECK120002941,uspG,641439,641867,reverse
2924,ECK120002942,ybdR,642088,643326,forward
2926,ECK120002944,rnk,643557,643967,reverse
