,ATTENUATOR_ID,GENE_ID,ATTENUATOR_TYPE,ATTENUATOR_STRAND,A_TERMINATOR_TYPE,A_TERMINATOR_POSLEFT,A_TERMINATOR_POSRIGHT,A_TERMINATOR_ATTENUATOR_ID
598,ECK125144435,ECK120000906,Transcriptional,reverse,anti-terminator,2746224,2746269,ECK125144435
599,ECK125144435,ECK120000906,Transcriptional,reverse,anti-anti-terminator,2746254,2746280,ECK125144435
600,ECK125144439,ECK120002081,Transcriptional,forward,terminator,2750663,2750692,ECK125144439
601,ECK125144439,ECK120002081,Transcriptional,forward,anti-terminator,2750629,2750672,ECK125144439
602,ECK125144439,ECK120002081,Transcriptional,forward,anti-anti-terminator,2750605,2750649,ECK125144439
603,ECK125144443,ECK120003926,Transcriptional,reverse,terminator,2754776,2754809,ECK125144443
604,ECK125144443,ECK120003926,Transcriptional,reverse,anti-terminator,2754796,2754843,ECK125144443
605,ECK125144443,ECK120003926,Transcriptional,reverse,anti-anti-terminator,2754836,2754857,ECK125144443
606,ECK125144447,ECK120001717,Transcriptional,forward,terminator,2756001,2756036,ECK125144447
607,ECK125144447,ECK120001717,Transcriptional,forward,anti-terminator,2755942,2756014,ECK125144447
608,ECK125144447,ECK120001717,Transcriptional,forward,anti-anti-terminator,2755899,2755976,ECK125144447
609,ECK125144451,ECK120003927,Transcriptional,reverse,terminator,2758692,2758724,ECK125144451
610,ECK125144451,ECK120003927,Transcriptional,reverse,anti-terminator,2758711,2758738,ECK125144451
611,ECK125144451,ECK120003927,Transcriptional,reverse,anti-anti-terminator,2758724,2758745,ECK125144451
612,ECK125144455,ECK120003936,Transcriptional,forward,terminator,2768601,2768642,ECK125144455
613,ECK125144455,ECK120003936,Transcriptional,forward,anti-terminator,2768539,2768608,ECK125144455
614,ECK125144455,ECK120003936,Transcriptional,forward,anti-anti-terminator,2768526,2768560,ECK125144455
615,ECK125144459,ECK120003968,Transcriptional,forward,terminator,2800505,2800537,ECK125144459
616,ECK125144459,ECK120003968,Transcriptional,forward,anti-terminator,2800470,2800512,ECK125144459
617,ECK125144459,ECK120003968,Transcriptional,forward,anti-anti-terminator,2800435,2800478,ECK125144459
618,ECK125144463,ECK120000762,Transcriptional,forward,terminator,2804576,2804607,ECK125144463
619,ECK125144463,ECK120000762,Transcriptional,forward,anti-terminator,2804544,2804579,ECK125144463
620,ECK125144466,ECK120001323,Transcriptional,forward,terminator,2811348,2811377,ECK125144466
621,ECK125144466,ECK120001323,Transcriptional,forward,anti-terminator,2811289,2811359,ECK125144466
622,ECK125144466,ECK120001323,Transcriptional,forward,anti-anti-terminator,2811278,2811324,ECK125144466
623,ECK125144470,ECK120001986,Transcriptional,reverse,terminator,2822657,2822692,ECK125144470
624,ECK125144470,ECK120001986,Transcriptional,reverse,anti-terminator,2822678,2822746,ECK125144470
625,ECK125144470,ECK120001986,Transcriptional,reverse,anti-anti-terminator,2822733,2822767,ECK125144470
626,ECK125144474,ECK120001505,Transcriptional,reverse,terminator,2838205,2838240,ECK125144474
627,ECK125144474,ECK120001505,Transcriptional,reverse,anti-terminator,2838231,2838260,ECK125144474
628,ECK125144474,ECK120001505,Transcriptional,reverse,anti-anti-terminator,2838246,2838280,ECK125144474
629,ECK125144478,ECK120000083,Translational,reverse,terminator,2839284,2839313,ECK125144478
630,ECK125144480,ECK120000468,Transcriptional,reverse,terminator,2849883,2849923,ECK125144480
631,ECK125144480,ECK120000468,Transcriptional,reverse,anti-terminator,2849911,2849953,ECK125144480
632,ECK125144480,ECK120000468,Transcriptional,reverse,anti-anti-terminator,2849932,2849961,ECK125144480
633,ECK125144484,ECK120000295,Translational,forward,terminator,2854298,2854328,ECK125144484
634,ECK125144486,ECK120001260,Translational,reverse,terminator,2856821,2856849,ECK125144486
635,ECK125144488,ECK120003980,Translational,forward,terminator,2859720,2859753,ECK125144488
636,ECK125144490,ECK120000503,Translational,reverse,terminator,2867559,2867598,ECK125144490
637,ECK125144492,ECK120002345,Transcriptional,reverse,terminator,2887329,2887374,ECK125144492
638,ECK125144492,ECK120002345,Transcriptional,reverse,anti-terminator,2887371,2887401,ECK125144492
639,ECK125144495,ECK120003996,Translational,forward,terminator,2892180,2892208,ECK125144495
640,ECK125144497,ECK120000252,Transcriptional,reverse,terminator,2907983,2908007,ECK125144497
641,ECK125144497,ECK120000252,Transcriptional,reverse,anti-terminator,2907996,2908041,ECK125144497
642,ECK125144497,ECK120000252,Transcriptional,reverse,anti-anti-terminator,2908010,2908064,ECK125144497
643,ECK125144501,ECK120000565,Translational,reverse,terminator,2910707,2910732,ECK125144501
644,ECK125144503,ECK120004010,Transcriptional,reverse,terminator,2922246,2922268,ECK125144503
645,ECK125144503,ECK120004010,Transcriptional,reverse,anti-terminator,2922265,2922308,ECK125144503
646,ECK125144506,ECK120004015,Translational,forward,terminator,2925301,2925332,ECK125144506
647,ECK125144508,ECK120000342,Transcriptional,reverse,terminator,2933873,2933912,ECK125144508
648,ECK125144508,ECK120000342,Transcriptional,reverse,anti-terminator,2933908,2933942,ECK125144508
649,ECK125144508,ECK120000342,Transcriptional,reverse,anti-anti-terminator,2933970,2933989,ECK125144508
650,ECK125144512,ECK120000346,Transcriptional,forward,terminator,2934062,2934106,ECK125144512
651,ECK125144512,ECK120000346,Transcriptional,forward,anti-terminator,2934037,2934080,ECK125144512
652,ECK125144512,ECK120000346,Transcriptional,forward,anti-anti-terminator,2934032,2934055,ECK125144512
653,ECK125144516,ECK120000344,Translational,forward,terminator,2937391,2937431,ECK125144516
654,ECK125144518,ECK120000347,Translational,forward,terminator,2939324,2939342,ECK125144518
655,ECK125144520,ECK120004019,Transcriptional,reverse,terminator,2945856,2945882,ECK125144520
656,ECK125144520,ECK120004019,Transcriptional,reverse,anti-terminator,2945872,2945947,ECK125144520
657,ECK125144520,ECK120004019,Transcriptional,reverse,anti-anti-terminator,2945919,2945964,ECK125144520
658,ECK125144524,ECK120004020,Transcriptional,reverse,terminator,2947196,2947233,ECK125144524
659,ECK125144524,ECK120004020,Transcriptional,reverse,anti-terminator,2947229,2947266,ECK125144524
660,ECK125144524,ECK120004020,Transcriptional,reverse,anti-anti-terminator,2947249,2947287,ECK125144524
661,ECK125144528,ECK120001987,Transcriptional,reverse,terminator,2964312,2964341,ECK125144528
662,ECK125144528,ECK120001987,Transcriptional,reverse,anti-terminator,2964333,2964378,ECK125144528
663,ECK125144528,ECK120001987,Transcriptional,reverse,anti-anti-terminator,2964368,2964394,ECK125144528
664,ECK125144532,ECK120004025,Transcriptional,forward,terminator,2971494,2971528,ECK125144532
665,ECK125144532,ECK120004025,Transcriptional,forward,anti-terminator,2971463,2971506,ECK125144532
666,ECK125144532,ECK120004025,Transcriptional,forward,anti-anti-terminator,2971433,2971481,ECK125144532
667,ECK125144536,ECK120001140,Transcriptional,reverse,terminator,2980724,2980757,ECK125144536
668,ECK125144536,ECK120001140,Transcriptional,reverse,anti-terminator,2980747,2980777,ECK125144536
669,ECK125144536,ECK120001140,Transcriptional,reverse,anti-anti-terminator,2980765,2980795,ECK125144536
670,ECK125144540,ECK120000052,Transcriptional,reverse,terminator,2982214,2982239,ECK125144540
671,ECK125144540,ECK120000052,Transcriptional,reverse,anti-terminator,2982231,2982265,ECK125144540
672,ECK125144540,ECK120000052,Transcriptional,reverse,anti-anti-terminator,2982255,2982282,ECK125144540
673,ECK125144544,ECK120004026,Transcriptional,reverse,terminator,2984153,2984189,ECK125144544
674,ECK125144544,ECK120004026,Transcriptional,reverse,anti-terminator,2984171,2984250,ECK125144544
675,ECK125144544,ECK120004026,Transcriptional,reverse,anti-anti-terminator,2984226,2984263,ECK125144544
676,ECK125144548,ECK120004039,Translational,reverse,terminator,2995109,2995128,ECK125144548
677,ECK125144550,ECK120004054,Translational,forward,terminator,3008722,3008744,ECK125144550
678,ECK125144552,ECK120004062,Translational,forward,terminator,3020499,3020523,ECK125144552
679,ECK125144554,ECK120001407,Transcriptional,reverse,terminator,3059459,3059496,ECK125144554
680,ECK125144554,ECK120001407,Transcriptional,reverse,anti-terminator,3059486,3059531,ECK125144554
681,ECK125144554,ECK120001407,Transcriptional,reverse,anti-anti-terminator,3059521,3059567,ECK125144554
682,ECK125144558,ECK120001143,Transcriptional,reverse,terminator,3069949,3069971,ECK125144558
683,ECK125144558,ECK120001143,Transcriptional,reverse,anti-terminator,3069966,3070011,ECK125144558
684,ECK125144558,ECK120001143,Transcriptional,reverse,anti-anti-terminator,3069994,3070040,ECK125144558
685,ECK125144562,ECK120000276,Transcriptional,reverse,terminator,3071426,3071449,ECK125144562
686,ECK125144562,ECK120000276,Transcriptional,reverse,anti-terminator,3071444,3071500,ECK125144562
687,ECK125144562,ECK120000276,Transcriptional,reverse,anti-anti-terminator,3071481,3071509,ECK125144562
688,ECK125144566,ECK120000361,Translational,reverse,terminator,3073694,3073722,ECK125144566
689,ECK125144568,ECK120000949,Transcriptional,reverse,terminator,3083824,3083867,ECK125144568
690,ECK125144570,ECK120004082,Translational,reverse,terminator,3086070,3086095,ECK125144570
691,ECK125144572,ECK120002048,Transcriptional,forward,terminator,3088203,3088228,ECK125144572
692,ECK125144572,ECK120002048,Transcriptional,forward,anti-terminator,3088180,3088207,ECK125144572
693,ECK125144572,ECK120002048,Transcriptional,forward,anti-anti-terminator,3088155,3088190,ECK125144572
694,ECK125144576,ECK120002363,Transcriptional,reverse,terminator,3099648,3099674,ECK125144576
695,ECK125144578,ECK120002364,Transcriptional,reverse,terminator,3101635,3101671,ECK125144578
696,ECK125144578,ECK120002364,Transcriptional,reverse,anti-terminator,3101664,3101701,ECK125144578
697,ECK125144578,ECK120002364,Transcriptional,reverse,anti-anti-terminator,3101685,3101715,ECK125144578
698,ECK125144582,ECK120004102,Transcriptional,reverse,terminator,3121354,3121398,ECK125144582
699,ECK125144582,ECK120004102,Transcriptional,reverse,anti-terminator,3121385,3121417,ECK125144582
700,ECK125144582,ECK120004102,Transcriptional,reverse,anti-anti-terminator,3121404,3121463,ECK125144582
701,ECK125144586,ECK120004107,Translational,reverse,terminator,3130225,3130259,ECK125144586
702,ECK125144588,ECK120004115,Translational,reverse,terminator,3146744,3146784,ECK125144588
703,ECK125144590,ECK120001265,Translational,forward,terminator,3149622,3149655,ECK125144590
704,ECK125144592,ECK120004128,Transcriptional,reverse,terminator,3167815,3167842,ECK125144592
705,ECK125144592,ECK120004128,Transcriptional,reverse,anti-terminator,3167831,3167863,ECK125144592
706,ECK125144595,ECK120004130,Transcriptional,reverse,terminator,3168683,3168708,ECK125144595
707,ECK125144595,ECK120004130,Transcriptional,reverse,anti-terminator,3168704,3168748,ECK125144595
708,ECK125144595,ECK120004130,Transcriptional,reverse,anti-anti-terminator,3168735,3168758,ECK125144595
709,ECK125144599,ECK120001149,Translational,reverse,terminator,3182441,3182475,ECK125144599
710,ECK125144601,ECK120001349,Translational,reverse,terminator,3191940,3191984,ECK125144601
711,ECK125144603,ECK120001153,Transcriptional,reverse,terminator,3210663,3210696,ECK125144603
712,ECK125144603,ECK120001153,Transcriptional,reverse,anti-terminator,3210685,3210724,ECK125144603
713,ECK125144603,ECK120001153,Transcriptional,reverse,anti-anti-terminator,3210714,3210767,ECK125144603
714,ECK125144607,ECK120000233,Transcriptional,forward,terminator,3211043,3211077,ECK125144607
715,ECK125144607,ECK120000233,Transcriptional,forward,anti-terminator,3210980,3211050,ECK125144607
716,ECK125144607,ECK120000233,Transcriptional,forward,anti-anti-terminator,3210979,3211009,ECK125144607
717,ECK125144611,ECK120002374,Transcriptional,forward,terminator,3239737,3239763,ECK125144611
718,ECK125144611,ECK120002374,Transcriptional,forward,anti-terminator,3239706,3239743,ECK125144611
719,ECK125144611,ECK120002374,Transcriptional,forward,anti-anti-terminator,3239648,3239711,ECK125144611
720,ECK125144615,ECK120004169,Translational,forward,terminator,3250977,3251004,ECK125144615
721,ECK125144617,ECK120004195,Transcriptional,reverse,terminator,3298338,3298383,ECK125144617
722,ECK125144617,ECK120004195,Transcriptional,reverse,anti-terminator,3298362,3298380,ECK125144617
723,ECK125144617,ECK120004195,Transcriptional,reverse,anti-anti-terminator,3298376,3298432,ECK125144617
724,ECK125144621,ECK120004199,Transcriptional,forward,terminator,3299730,3299773,ECK125144621
725,ECK125144621,ECK120004199,Transcriptional,forward,anti-terminator,3299696,3299741,ECK125144621
726,ECK125144621,ECK120004199,Transcriptional,forward,anti-anti-terminator,3299665,3299676,ECK125144621
727,ECK125144625,ECK120004202,Translational,forward,terminator,3301451,3301469,ECK125144625
728,ECK125144627,ECK120000610,Transcriptional,reverse,terminator,3305835,3305870,ECK125144627
729,ECK125144627,ECK120000610,Transcriptional,reverse,anti-terminator,3305861,3305906,ECK125144627
730,ECK125144627,ECK120000610,Transcriptional,reverse,anti-anti-terminator,3305904,3305928,ECK125144627
731,ECK125144631,ECK120001160,Transcriptional,reverse,terminator,3313193,3313217,ECK125144631
732,ECK125144631,ECK120001160,Transcriptional,reverse,anti-terminator,3313210,3313245,ECK125144631
733,ECK125144631,ECK120001160,Transcriptional,reverse,anti-anti-terminator,3313243,3313303,ECK125144631
734,ECK125144635,ECK120002000,Transcriptional,reverse,terminator,3322686,3322711,ECK125144635
735,ECK125144635,ECK120002000,Transcriptional,reverse,anti-terminator,3322704,3322741,ECK125144635
736,ECK125144635,ECK120002000,Transcriptional,reverse,anti-anti-terminator,3322727,3322753,ECK125144635
737,ECK125144639,ECK120000196,Translational,forward,terminator,3328916,3328958,ECK125144639
738,ECK125144641,ECK120001455,Transcriptional,reverse,terminator,3332806,3332833,ECK125144641
739,ECK125144643,ECK120001327,Translational,reverse,terminator,3336513,3336541,ECK125144643
740,ECK125144645,ECK120002389,Transcriptional,forward,terminator,3340155,3340179,ECK125144645
741,ECK125144645,ECK120002389,Transcriptional,forward,anti-terminator,3340104,3340161,ECK125144645
742,ECK125144648,ECK120001625,Translational,forward,terminator,3346532,3346570,ECK125144648
743,ECK125144650,ECK120004214,Translational,forward,terminator,3348412,3348450,ECK125144650
744,ECK125144652,ECK120004227,Transcriptional,reverse,terminator,3380049,3380087,ECK125144652
745,ECK125144652,ECK120004227,Transcriptional,reverse,anti-terminator,3380075,3380128,ECK125144652
746,ECK125144652,ECK120004227,Transcriptional,reverse,anti-anti-terminator,3380115,3380163,ECK125144652
747,ECK125144656,ECK120004231,Transcriptional,reverse,terminator,3386188,3386214,ECK125144656
748,ECK125144656,ECK120004231,Transcriptional,reverse,anti-terminator,3386207,3386238,ECK125144656
749,ECK125144656,ECK120004231,Transcriptional,reverse,anti-anti-terminator,3386227,3386273,ECK125144656
750,ECK125144660,ECK120004239,Transcriptional,forward,terminator,3407283,3407311,ECK125144660
751,ECK125144660,ECK120004239,Transcriptional,forward,anti-terminator,3407247,3407291,ECK125144660
752,ECK125144660,ECK120004239,Transcriptional,forward,anti-anti-terminator,3407248,3407271,ECK125144660
753,ECK125144664,ECK120004241,Transcriptional,forward,terminator,3418148,3418177,ECK125144664
754,ECK125144664,ECK120004241,Transcriptional,forward,anti-terminator,3418112,3418161,ECK125144664
755,ECK125144664,ECK120004241,Transcriptional,forward,anti-anti-terminator,3418089,3418138,ECK125144664
756,ECK125144668,ECK120001162,Transcriptional,forward,terminator,3437899,3437926,ECK125144668
757,ECK125144668,ECK120001162,Transcriptional,forward,anti-terminator,3437862,3437908,ECK125144668
758,ECK125144668,ECK120001162,Transcriptional,forward,anti-anti-terminator,3437853,3437867,ECK125144668
759,ECK125144672,ECK120000903,Transcriptional,reverse,terminator,3442553,3442588,ECK125144672
760,ECK125144672,ECK120000903,Transcriptional,reverse,anti-terminator,3442573,3442601,ECK125144672
761,ECK125144672,ECK120000903,Transcriptional,reverse,anti-anti-terminator,3442588,3442644,ECK125144672
762,ECK125144676,ECK120000866,Transcriptional,reverse,terminator,3448256,3448291,ECK125144676
763,ECK125144678,ECK120000109,Translational,reverse,terminator,3466739,3466765,ECK125144678
764,ECK125144680,ECK120001163,Transcriptional,reverse,terminator,3467085,3467118,ECK125144680
765,ECK125144680,ECK120001163,Transcriptional,reverse,anti-terminator,3467086,3467154,ECK125144680
766,ECK125144680,ECK120001163,Transcriptional,reverse,anti-anti-terminator,3467120,3467166,ECK125144680
767,ECK125144684,ECK120001025,Translational,reverse,terminator,3471349,3471374,ECK125144684
768,ECK125144686,ECK120000902,Transcriptional,reverse,terminator,3474593,3474623,ECK125144686
769,ECK125144686,ECK120000902,Transcriptional,reverse,anti-terminator,3474619,3474653,ECK125144686
770,ECK125144686,ECK120000902,Transcriptional,reverse,anti-anti-terminator,3474637,3474679,ECK125144686
771,ECK125144690,ECK120001606,Transcriptional,reverse,terminator,3478603,3478646,ECK125144690
772,ECK125144690,ECK120001606,Transcriptional,reverse,anti-terminator,3478631,3478644,ECK125144690
773,ECK125144690,ECK120001606,Transcriptional,reverse,anti-anti-terminator,3478637,3478689,ECK125144690
774,ECK125144694,ECK120001164,Translational,reverse,terminator,3485823,3485859,ECK125144694
775,ECK125144696,ECK120001237,Translational,forward,terminator,3492524,3492541,ECK125144696
776,ECK125144698,ECK120000198,Translational,reverse,terminator,3515931,3515954,ECK125144698
777,ECK125144700,ECK120001165,Translational,reverse,terminator,3517323,3517353,ECK125144700
778,ECK125144702,ECK120000681,Transcriptional,forward,terminator,3532681,3532710,ECK125144702
779,ECK125144702,ECK120000681,Transcriptional,forward,anti-terminator,3532643,3532692,ECK125144702
780,ECK125144705,ECK120001688,Transcriptional,forward,terminator,3542990,3543022,ECK125144705
781,ECK125144705,ECK120001688,Transcriptional,forward,anti-terminator,3542958,3543003,ECK125144705
782,ECK125144708,ECK120004296,Translational,reverse,terminator,3579654,3579677,ECK125144708
783,ECK125144710,ECK120000367,Translational,reverse,terminator,3586833,3586866,ECK125144710
784,ECK125144712,ECK120001166,Transcriptional,forward,terminator,3586797,3586820,ECK125144712
785,ECK125144712,ECK120001166,Transcriptional,forward,anti-terminator,3586730,3586799,ECK125144712
786,ECK125144712,ECK120001166,Transcriptional,forward,anti-anti-terminator,3586730,3586755,ECK125144712
787,ECK125144716,ECK120001035,Translational,reverse,terminator,3590933,3590957,ECK125144716
788,ECK125144718,ECK120001036,Translational,reverse,terminator,3592352,3592365,ECK125144718
789,ECK125144720,ECK120000337,Translational,forward,terminator,3604347,3604382,ECK125144720
790,ECK125144722,ECK120002101,Translational,forward,terminator,3605705,3605723,ECK125144722
791,ECK125144724,ECK120002102,Translational,forward,terminator,3606409,3606449,ECK125144724
792,ECK125144726,ECK120002103,Transcriptional,reverse,terminator,3609012,3609036,ECK125144726
793,ECK125144726,ECK120002103,Transcriptional,reverse,anti-terminator,3609032,3609073,ECK125144726
794,ECK125144729,ECK120002107,Transcriptional,forward,terminator,3612721,3612756,ECK125144729
795,ECK125144729,ECK120002107,Transcriptional,forward,anti-terminator,3612686,3612734,ECK125144729
796,ECK125144729,ECK120002107,Transcriptional,forward,anti-anti-terminator,3612668,3612725,ECK125144729
797,ECK125144733,ECK120001981,Transcriptional,forward,terminator,3613602,3613635,ECK125144733
798,ECK125144733,ECK120001981,Transcriptional,forward,anti-terminator,3613577,3613607,ECK125144733
799,ECK125144733,ECK120001981,Transcriptional,forward,anti-anti-terminator,3613536,3613588,ECK125144733
800,ECK125144737,ECK120001479,Translational,forward,terminator,3624352,3624371,ECK125144737
801,ECK125144739,ECK120002118,Translational,forward,terminator,3645339,3645356,ECK125144739
802,ECK125144741,ECK120001366,Transcriptional,reverse,terminator,3655903,3655948,ECK125144741
803,ECK125144741,ECK120001366,Transcriptional,reverse,anti-terminator,3655933,3656001,ECK125144741
804,ECK125144744,ECK120002568,Transcriptional,reverse,terminator,3667748,3667783,ECK125144744
805,ECK125144746,ECK120002129,Transcriptional,reverse,terminator,3671955,3671993,ECK125144746
806,ECK125144746,ECK120002129,Transcriptional,reverse,anti-terminator,3671981,3672023,ECK125144746
807,ECK125144746,ECK120002129,Transcriptional,reverse,anti-anti-terminator,3672002,3672048,ECK125144746
808,ECK125144750,ECK120002136,Transcriptional,reverse,terminator,3682060,3682096,ECK125144750
809,ECK125144750,ECK120002136,Transcriptional,reverse,anti-terminator,3682089,3682119,ECK125144750
810,ECK125144750,ECK120002136,Transcriptional,reverse,anti-anti-terminator,3682112,3682179,ECK125144750
811,ECK125144754,ECK120002143,Transcriptional,reverse,terminator,3696319,3696357,ECK125144754
812,ECK125144754,ECK120002143,Transcriptional,reverse,anti-terminator,3696349,3696372,ECK125144754
813,ECK125144757,ECK120002337,Translational,reverse,terminator,3705810,3705834,ECK125144757
814,ECK125144759,ECK120000162,Translational,forward,terminator,3720012,3720021,ECK125144759
815,ECK125144761,ECK120001064,Transcriptional,reverse,terminator,3729385,3729420,ECK125144761
816,ECK125144761,ECK120001064,Transcriptional,reverse,anti-terminator,3729407,3729450,ECK125144761
817,ECK125144764,ECK120002449,Transcriptional,forward,terminator,3734918,3734955,ECK125144764
818,ECK125144764,ECK120002449,Transcriptional,forward,anti-terminator,3734893,3734933,ECK125144764
819,ECK125144767,ECK120001287,Transcriptional,forward,terminator,3737405,3737444,ECK125144767
820,ECK125144767,ECK120001287,Transcriptional,forward,anti-terminator,3737378,3737417,ECK125144767
821,ECK125144767,ECK120001287,Transcriptional,forward,anti-anti-terminator,3737349,3737396,ECK125144767
822,ECK125144771,ECK120002158,Translational,reverse,terminator,3741586,3741623,ECK125144771
823,ECK125144773,ECK120002169,Transcriptional,reverse,terminator,3752053,3752098,ECK125144773
824,ECK125144773,ECK120002169,Transcriptional,reverse,anti-terminator,3752095,3752125,ECK125144773
825,ECK125144776,ECK120001701,Transcriptional,reverse,terminator,3771949,3771981,ECK125144776
826,ECK125144776,ECK120001701,Transcriptional,reverse,anti-terminator,3771968,3772014,ECK125144776
827,ECK125144776,ECK120001701,Transcriptional,reverse,anti-anti-terminator,3772002,3772045,ECK125144776
828,ECK125144780,ECK120001818,Transcriptional,forward,terminator,3781148,3781184,ECK125144780
829,ECK125144780,ECK120001818,Transcriptional,forward,anti-terminator,3781112,3781160,ECK125144780
830,ECK125144783,ECK120002175,Translational,reverse,terminator,3784463,3784487,ECK125144783
831,ECK125144785,ECK120001240,Transcriptional,reverse,terminator,3790287,3790310,ECK125144785
832,ECK125144785,ECK120001240,Transcriptional,reverse,anti-terminator,3790306,3790351,ECK125144785
833,ECK125144785,ECK120001240,Transcriptional,reverse,anti-anti-terminator,3790337,3790382,ECK125144785
834,ECK125144789,ECK120000505,Transcriptional,reverse,terminator,3792745,3792782,ECK125144789
835,ECK125144791,ECK120000799,Transcriptional,reverse,terminator,3815799,3815828,ECK125144791
836,ECK125144791,ECK120000799,Transcriptional,reverse,anti-terminator,3815824,3815889,ECK125144791
837,ECK125144791,ECK120000799,Transcriptional,reverse,anti-anti-terminator,3815862,3815911,ECK125144791
838,ECK125144795,ECK120000954,Translational,forward,terminator,3821384,3821418,ECK125144795
839,ECK125144797,ECK120001631,Transcriptional,forward,terminator,3838164,3838199,ECK125144797
840,ECK125144797,ECK120001631,Transcriptional,forward,anti-terminator,3838100,3838175,ECK125144797
841,ECK125144797,ECK120001631,Transcriptional,forward,anti-anti-terminator,3838087,3838143,ECK125144797
842,ECK125144801,ECK120001040,Transcriptional,reverse,terminator,3850744,3850779,ECK125144801
843,ECK125144801,ECK120001040,Transcriptional,reverse,anti-terminator,3850769,3850844,ECK125144801
844,ECK125144804,ECK120000487,Transcriptional,reverse,terminator,3852832,3852862,ECK125144804
845,ECK125144804,ECK120000487,Transcriptional,reverse,anti-terminator,3852850,3852899,ECK125144804
846,ECK125144804,ECK120000487,Transcriptional,reverse,anti-anti-terminator,3852885,3852932,ECK125144804
847,ECK125144808,ECK120001249,Transcriptional,reverse,terminator,3853115,3853142,ECK125144808
848,ECK125144808,ECK120001249,Transcriptional,reverse,anti-terminator,3853133,3853195,ECK125144808
849,ECK125144808,ECK120001249,Transcriptional,reverse,anti-anti-terminator,3853166,3853218,ECK125144808
850,ECK125144812,ECK120001650,Translational,forward,terminator,3860220,3860250,ECK125144812
851,ECK125144814,ECK120001176,Translational,reverse,terminator,3876950,3876985,ECK125144814
852,ECK125144816,ECK120000986,Transcriptional,forward,terminator,3886745,3886776,ECK125144816
853,ECK125144816,ECK120000986,Transcriptional,forward,anti-terminator,3886717,3886749,ECK125144816
854,ECK125144816,ECK120000986,Transcriptional,forward,anti-anti-terminator,3886675,3886724,ECK125144816
855,ECK125144820,ECK120001250,Translational,forward,terminator,3888398,3888436,ECK125144820
856,ECK125144822,ECK120000111,Transcriptional,reverse,terminator,3905643,3905674,ECK125144822
857,ECK125144822,ECK120000111,Transcriptional,reverse,anti-terminator,3905667,3905718,ECK125144822
858,ECK125144822,ECK120000111,Transcriptional,reverse,anti-anti-terminator,3905695,3905756,ECK125144822
859,ECK125144826,ECK120000112,Transcriptional,reverse,terminator,3906586,3906631,ECK125144826
860,ECK125144826,ECK120000112,Transcriptional,reverse,anti-terminator,3906617,3906659,ECK125144826
861,ECK125144826,ECK120000112,Transcriptional,reverse,anti-anti-terminator,3906641,3906691,ECK125144826
862,ECK125144830,ECK120000774,Translational,reverse,terminator,3908387,3908411,ECK125144830
863,ECK125144832,ECK120001180,Transcriptional,reverse,terminator,3926533,3926571,ECK125144832
864,ECK125144832,ECK120001180,Transcriptional,reverse,anti-terminator,3926565,3926588,ECK125144832
865,ECK125144832,ECK120001180,Transcriptional,reverse,anti-anti-terminator,3926581,3926613,ECK125144832
866,ECK125144836,ECK120000087,Translational,forward,terminator,3927111,3927138,ECK125144836
867,ECK125144838,ECK120000809,Transcriptional,forward,terminator,3937251,3937280,ECK125144838
868,ECK125144838,ECK120000809,Transcriptional,forward,anti-terminator,3937241,3937260,ECK125144838
869,ECK125144841,ECK120000831,Transcriptional,forward,terminator,3967688,3967727,ECK125144841
870,ECK125144843,ECK120000166,Transcriptional,forward,terminator,3990935,3990966,ECK125144843
871,ECK125144843,ECK120000166,Transcriptional,forward,anti-terminator,3990900,3990937,ECK125144843
872,ECK125144843,ECK120000166,Transcriptional,forward,anti-anti-terminator,3990852,3990869,ECK125144843
873,ECK125144847,ECK120001053,Translational,forward,terminator,3997940,3997985,ECK125144847
874,ECK125144849,ECK120001434,Transcriptional,forward,terminator,4017209,4017241,ECK125144849
875,ECK125144849,ECK120001434,Transcriptional,forward,anti-terminator,4017176,4017221,ECK125144849
876,ECK125144849,ECK120001434,Transcriptional,forward,anti-anti-terminator,4017150,4017191,ECK125144849
877,ECK125144853,ECK120000830,Transcriptional,reverse,terminator,4024927,4024961,ECK125144853
878,ECK125144853,ECK120000830,Transcriptional,reverse,anti-terminator,4024954,4024971,ECK125144853
879,ECK125144853,ECK120000830,Transcriptional,reverse,anti-anti-terminator,4024967,4024996,ECK125144853
880,ECK125144857,ECK120000273,Transcriptional,reverse,terminator,4031048,4031089,ECK125144857
881,ECK125144857,ECK120000273,Transcriptional,reverse,anti-terminator,4031083,4031129,ECK125144857
882,ECK125144857,ECK120000273,Transcriptional,reverse,anti-anti-terminator,4031124,4031179,ECK125144857
883,ECK125144861,ECK120001763,Translational,forward,terminator,4042378,4042417,ECK125144861
884,ECK125144863,ECK120001765,Translational,reverse,terminator,4046611,4046642,ECK125144863
885,ECK125144865,ECK120001766,Transcriptional,forward,terminator,4051246,4051281,ECK125144865
886,ECK125144867,ECK120000380,Transcriptional,reverse,terminator,4056426,4056452,ECK125144867
887,ECK125144867,ECK120000380,Transcriptional,reverse,anti-terminator,4056443,4056489,ECK125144867
888,ECK125144867,ECK120000380,Transcriptional,reverse,anti-anti-terminator,4056464,4056543,ECK125144867
889,ECK125144871,ECK120001769,Transcriptional,forward,terminator,4060250,4060281,ECK125144871
890,ECK125144871,ECK120001769,Transcriptional,forward,anti-terminator,4060235,4060254,ECK125144871
