,SITE_ID,SITE_POSLEFT,SITE_POSRIGHT,CONFORMATION_ID
1175,ECK120014022,1166035,1166049,ECK125269242
1176,ECK120014024,1277846,1277859,ECK125269260
1177,ECK120014026,4287623,4287636,ECK125269260
1178,ECK120014028,1230505,1230516,ECK125269296
1179,ECK120014030,1230515,1230529,ECK125269263
1180,ECK120014030,1230515,1230529,ECK125269263
1181,ECK120014032,1230517,1230538,ECK125269234
1182,ECK120014036,472461,472477,ECK125269235
1183,ECK120014039,4287613,4287628,ECK125269251
1184,ECK120014041,3742618,3742630,ECK125269246
1185,ECK120014046,3742663,3742683,ECK125269420
1186,ECK120014046,3742663,3742683,ECK125269420
1187,ECK120014048,3884001,3884020,ECK125269295
1188,ECK120014050,3883935,3883943,ECK125269355
1189,ECK120014050,3883935,3883943,ECK125269355
1190,ECK120014054,4287641,4287656,ECK125269251
1191,ECK120014059,4348803,4348816,ECK125269260
1192,ECK120014061,4348860,4348881,ECK125269234
1193,ECK120014063,4348865,4348880,ECK125269251
1194,ECK120014065,4348801,4348816,ECK125269251
1195,ECK120014067,4348755,4348770,ECK125269251
1196,ECK120014069,4348738,4348753,ECK125269251
1197,ECK120014071,4348714,4348729,ECK125269251
1198,ECK120014073,4046835,4046843,ECK125269355
1199,ECK120014077,4542764,4542776,ECK125269246
1200,ECK120014079,890812,890828,ECK125269276
1201,ECK120014079,890812,890828,ECK125269276
1202,ECK120014083,3532531,3532548,ECK125269240
1203,ECK120014092,3613581,3613595,ECK125269260
1204,ECK120014095,3493963,3493980,ECK125269240
1205,ECK120014097,1165928,1165940,ECK125269246
1206,ECK120014099,1165969,1165981,ECK125269246
1207,ECK120014101,1166011,1166023,ECK125269246
1208,ECK120014105,4201811,4201827,ECK125269412
1209,ECK120014105,4201811,4201827,ECK125269412
1210,ECK120014107,1668577,1668599,ECK125269264
1211,ECK120014107,1668577,1668599,ECK125269264
1212,ECK120014110,1668651,1668673,ECK125269234
1213,ECK120014110,1668651,1668673,ECK125269234
1214,ECK120014113,3553024,3553046,ECK125269264
1215,ECK120014115,1057973,1057982,ECK125269284
1216,ECK120014115,1057973,1057982,ECK125269284
1217,ECK120014118,1057983,1057992,ECK125269284
1218,ECK120014118,1057983,1057992,ECK125269284
1219,ECK120014121,1335730,1335751,ECK125269234
1220,ECK120014123,1335740,1335754,ECK125269269
1221,ECK120014126,131471,131492,ECK125269234
1222,ECK120014128,131464,131478,ECK125269269
1223,ECK120014130,131455,131469,ECK125269269
1224,ECK120014132,131393,131407,ECK125269269
1225,ECK120014134,131399,131413,ECK125269269
1226,ECK120014136,131373,131387,ECK125269269
1227,ECK120014138,131369,131383,ECK125269269
1228,ECK120014140,131342,131356,ECK125269269
1229,ECK120014142,131482,131496,ECK125269242
1230,ECK120014144,131438,131452,ECK125269242
1231,ECK120014146,131340,131354,ECK125269242
1232,ECK120014148,4049804,4049825,ECK125269234
1233,ECK120014150,2512958,2512980,ECK125269234
1234,ECK120014152,2512909,2512930,ECK125269234
1235,ECK120014154,931149,931164,ECK125269251
1236,ECK120014156,931103,931118,ECK125269251
1237,ECK120014158,931115,931128,ECK125269260
1238,ECK120014161,4107430,4107447,ECK125269240
1239,ECK120014163,3933249,3933270,ECK125269234
1240,ECK120014165,4100715,4100728,ECK125269260
1241,ECK120014167,4100731,4100745,ECK125269269
1242,ECK120015185,511427,511445,ECK125269313
1243,ECK120015187,137011,137029,ECK125269313
1244,ECK120015191,3577623,3577638,ECK125269396
1245,ECK120015205,3088202,3088224,ECK125269234
1246,ECK120015211,2241612,2241627,ECK125269306
1247,ECK120015213,2352127,2352146,ECK125269309
1248,ECK120015215,2352109,2352128,ECK125269309
1249,ECK120015217,2352094,2352113,ECK125269309
1250,ECK120015219,2352411,2352423,ECK125269246
1251,ECK120015221,2352244,2352256,ECK125269246
1252,ECK120015223,1556375,1556388,ECK125269287
1253,ECK120015225,1343511,1343524,ECK125269287
1254,ECK120015227,1367911,1367927,ECK125269308
1255,ECK120015227,1367911,1367927,ECK125269308
1256,ECK120015229,3853299,3853318,ECK125269247
1257,ECK120015231,348529,348551,ECK125269234
1258,ECK120015231,348529,348551,ECK125269234
1259,ECK120015236,348521,348544,ECK125269427
1260,ECK120015236,348521,348544,ECK125269427
1261,ECK120015245,2668934,2668946,ECK125269423
1262,ECK120015245,2668934,2668946,ECK125269429
1263,ECK120015252,1933095,1933115,ECK125269332
1264,ECK120015254,1932827,1932848,ECK125269258
1265,ECK120015256,817019,817037,ECK125269313
1266,ECK120015288,3577634,3577653,ECK125269379
1267,ECK120015544,1031966,1031981,ECK125269243
1268,ECK120015544,1031966,1031981,ECK125269251
1269,ECK120015546,1031982,1031997,ECK125269243
1270,ECK120015546,1031982,1031997,ECK125269251
1271,ECK120015556,2303615,2303630,ECK125269243
1272,ECK120015556,2303615,2303630,ECK125269243
1273,ECK120015556,2303615,2303630,ECK125269251
1274,ECK120015556,2303615,2303630,ECK125269251
1275,ECK120015558,1696298,1696313,ECK125269283
1276,ECK120015560,1696116,1696133,ECK125269322
1277,ECK120015562,1696231,1696253,ECK125269234
1278,ECK120015564,2832353,2832368,ECK125269243
1279,ECK120015564,2832353,2832368,ECK125269251
1280,ECK120015584,348487,348510,ECK125269427
1281,ECK120015584,348487,348510,ECK125269427
1282,ECK120015590,2716650,2716664,ECK125269248
1283,ECK120015594,2509544,2509561,ECK125269240
1284,ECK120015606,2352483,2352502,ECK125269309
1285,ECK120015606,2352483,2352502,ECK125269309
1286,ECK120015610,2352576,2352589,ECK125269260
1287,ECK120015610,2352576,2352589,ECK125269260
1288,ECK120015620,833036,833055,ECK125269247
1289,ECK120015622,2483513,2483530,ECK125269315
1290,ECK120015622,2483513,2483530,ECK125269315
1291,ECK120015622,2483513,2483530,ECK125269315
1292,ECK120015626,65834,65853,ECK125269247
1293,ECK120015628,933128,933147,ECK125269247
1294,ECK120015632,532329,532345,ECK125269384
1295,ECK120015632,532329,532345,ECK125269384
1296,ECK120015641,1636593,1636611,ECK125269238
1297,ECK120015643,1636591,1636609,ECK125269238
1298,ECK120015645,4605770,4605788,ECK125269238
1299,ECK120015645,4605770,4605788,ECK125269238
1300,ECK120015647,4605741,4605759,ECK125269238
1301,ECK120015647,4605741,4605759,ECK125269238
1302,ECK120015652,3348385,3348401,ECK125269265
1303,ECK120015654,578946,578962,ECK125269265
1304,ECK120015656,1682086,1682102,ECK125269265
1305,ECK120015658,1719736,1719752,ECK125269265
1306,ECK120015658,1719736,1719752,ECK125269265
1307,ECK120015661,703198,703214,ECK125269265
1308,ECK120015663,174944,174960,ECK125269265
1309,ECK120015665,656486,656502,ECK125269265
1310,ECK120015667,883532,883548,ECK125269265
1311,ECK120015669,703802,703823,ECK125269234
1312,ECK120015669,703802,703823,ECK125269234
1313,ECK120015676,1572125,1572144,ECK125269352
1314,ECK120015678,1572125,1572146,ECK125269234
1315,ECK120015684,3667659,3667680,ECK125269234
1316,ECK120015699,3278686,3278705,ECK125269291
1317,ECK120015701,3278713,3278732,ECK125269291
1318,ECK120015703,1862545,1862566,ECK125269234
1319,ECK120015705,1946026,1946045,ECK125269247
1320,ECK120015707,1946079,1946098,ECK125269247
1321,ECK120015709,1946027,1946046,ECK125269247
1322,ECK120015711,1946078,1946097,ECK125269247
1323,ECK120015717,4012877,4012892,ECK125269279
1324,ECK120015717,4012877,4012892,ECK125269279
1325,ECK120015717,4012877,4012892,ECK125269279
1326,ECK120015721,4012992,4013007,ECK125269279
1327,ECK120015721,4012992,4013007,ECK125269279
1328,ECK120015721,4012992,4013007,ECK125269279
1329,ECK120015742,70110,70126,ECK125269282
1330,ECK120015742,70110,70126,ECK125269282
1331,ECK120015745,2352532,2352553,ECK125269234
1332,ECK120015745,2352532,2352553,ECK125269234
1333,ECK120015751,4368466,4368479,ECK125269260
1334,ECK120015753,3933320,3933339,ECK125269358
1335,ECK120015755,1901909,1901931,ECK125269264
1336,ECK120015761,4368512,4368534,ECK125269234
1337,ECK120015767,2751749,2751768,ECK125269247
1338,ECK120015769,2751727,2751746,ECK125269247
1339,ECK120015802,940861,940884,ECK125269372
1340,ECK120015804,795046,795069,ECK125269372
1341,ECK120015806,1277907,1277930,ECK125269372
1342,ECK120015810,2137659,2137673,ECK125269359
1343,ECK120015814,2023657,2023671,ECK125269359
1344,ECK120015823,2850641,2850664,ECK125269372
1345,ECK120015969,4257027,4257046,ECK125269247
1346,ECK120015971,1277710,1277725,ECK125269251
1347,ECK120015973,1277747,1277762,ECK125269251
1348,ECK120015975,1277764,1277779,ECK125269251
1349,ECK120015977,1277770,1277785,ECK125269251
1350,ECK120015979,1277834,1277849,ECK125269251
1351,ECK120015981,1277844,1277859,ECK125269251
1352,ECK120015983,1277857,1277872,ECK125269251
1353,ECK120015998,4330274,4330295,ECK125269234
1354,ECK120016006,1737631,1737649,ECK125269238
1355,ECK120016008,1978272,1978290,ECK125269238
1356,ECK120016010,451857,451875,ECK125269238
1357,ECK120016012,4128521,4128539,ECK125269238
1358,ECK120016014,4223650,4223668,ECK125269238
1359,ECK120016016,1764557,1764569,ECK125269246
1360,ECK120016018,1764427,1764445,ECK125269238
1361,ECK120016026,4215361,4215382,ECK125269234
1362,ECK120016028,624553,624574,ECK125269234
1363,ECK120016030,624791,624812,ECK125269234
1364,ECK120016032,624834,624852,ECK125269238
1365,ECK120016034,612699,612720,ECK125269234
1366,ECK120016036,612657,612675,ECK125269238
1367,ECK120016036,612657,612675,ECK125269238
1368,ECK120016038,841796,841817,ECK125269234
1369,ECK120016040,1688832,1688853,ECK125269234
1370,ECK120016042,987203,987224,ECK125269234
1371,ECK120016044,987174,987195,ECK125269234
1372,ECK120016046,987134,987155,ECK125269234
1373,ECK120016048,121646,121667,ECK125269234
1374,ECK120016050,121913,121934,ECK125269234
1375,ECK120016052,121961,121982,ECK125269234
1376,ECK120016054,121973,121994,ECK125269234
1377,ECK120016058,754915,754933,ECK125269238
1378,ECK120016064,954505,954520,ECK125269251
1379,ECK120016064,954505,954520,ECK125269251
1380,ECK120016066,954637,954652,ECK125269251
1381,ECK120016066,954637,954652,ECK125269251
1382,ECK120016068,954711,954726,ECK125269251
1383,ECK120016068,954711,954726,ECK125269251
1384,ECK120016070,954755,954770,ECK125269251
1385,ECK120016070,954755,954770,ECK125269251
1386,ECK120016072,954771,954786,ECK125269251
1387,ECK120016072,954771,954786,ECK125269251
1388,ECK120016074,954831,954846,ECK125269251
1389,ECK120016074,954831,954846,ECK125269251
1390,ECK120016076,954833,954848,ECK125269251
1391,ECK120016076,954833,954848,ECK125269251
1392,ECK120016078,954720,954735,ECK125269251
1393,ECK120016078,954720,954735,ECK125269251
1394,ECK120016080,4382391,4382406,ECK125269251
1395,ECK120016082,4382416,4382431,ECK125269251
1396,ECK120016084,4382430,4382445,ECK125269251
1397,ECK120016086,1277821,1277836,ECK125269251
1398,ECK120016091,1298325,1298340,ECK125269251
1399,ECK120016091,1298325,1298340,ECK125269251
1400,ECK120016101,739345,739364,ECK125269247
1401,ECK120016103,4348733,4348748,ECK125269251
1402,ECK120016106,1230728,1230747,ECK125269247
1403,ECK120016112,3146335,3146350,ECK125269251
1404,ECK120016114,4105726,4105740,ECK125269248
1405,ECK120016114,4105726,4105740,ECK125269248
1406,ECK120016116,4105771,4105790,ECK125269248
1407,ECK120016120,1977332,1977346,ECK125269248
1408,ECK120016123,4591396,4591410,ECK125269248
1409,ECK120016126,2832346,2832358,ECK125269399
1410,ECK120016126,2832346,2832358,ECK125269399
1411,ECK120016133,2832322,2832334,ECK125269399
1412,ECK120016133,2832322,2832334,ECK125269399
1413,ECK120016135,2832301,2832313,ECK125269399
1414,ECK120016135,2832301,2832313,ECK125269399
1415,ECK120016143,624722,624740,ECK125269238
1416,ECK120016145,1230708,1230727,ECK125269247
1417,ECK120016149,954523,954544,ECK125269234
1418,ECK120016152,127688,127709,ECK125269234
1419,ECK120016170,1901842,1901864,ECK125269289
1420,ECK120016174,4341640,4341657,ECK125269406
1421,ECK120016174,4341640,4341657,ECK125269406
1422,ECK120016176,2312759,2312773,ECK125269256
1423,ECK120016176,2312759,2312773,ECK125269256
1424,ECK120016186,4105746,4105760,ECK125269248
1425,ECK120016186,4105746,4105760,ECK125269248
1426,ECK120016192,2313031,2313045,ECK125269256
1427,ECK120016192,2313031,2313045,ECK125269256
1428,ECK120016195,2313199,2313213,ECK125269256
1429,ECK120016195,2313199,2313213,ECK125269256
1430,ECK120016195,2313199,2313213,ECK125269256
1431,ECK120016199,3270741,3270755,ECK125269242
1432,ECK120016201,3270703,3270717,ECK125269242
1433,ECK120016203,3270635,3270649,ECK125269242
1434,ECK120016205,3270575,3270589,ECK125269242
1435,ECK120016208,2352536,2352549,ECK125269260
1436,ECK120016208,2352536,2352549,ECK125269260
1437,ECK120016211,1230521,1230534,ECK125269260
1438,ECK120016213,1335734,1335747,ECK125269260
1439,ECK120016213,1335734,1335747,ECK125269270
1440,ECK120016233,1103335,1103349,ECK125269248
1441,ECK120016235,1103359,1103373,ECK125269248
1442,ECK120016237,1103385,1103399,ECK125269248
1443,ECK120016239,1103389,1103403,ECK125269248
1444,ECK120016241,1103437,1103451,ECK125269248
1445,ECK120016243,485659,485675,ECK125269265
1446,ECK120016245,3737301,3737317,ECK125269265
1447,ECK120016247,3374812,3374832,ECK125269265
1448,ECK120016249,4208098,4208114,ECK125269265
1449,ECK120016251,3490203,3490219,ECK125269265
1450,ECK120016253,2461005,2461023,ECK125269265
1451,ECK120016255,4128608,4128624,ECK125269265
1452,ECK120016424,4058167,4058183,ECK125269235
1453,ECK120016424,4058167,4058183,ECK125269235
1454,ECK120016427,4058144,4058160,ECK125269235
1455,ECK120016427,4058144,4058160,ECK125269235
1456,ECK120016448,4351708,4351723,ECK125269251
1457,ECK120016450,4368491,4368506,ECK125269251
1458,ECK120016452,4368500,4368515,ECK125269251
1459,ECK120016454,4368536,4368551,ECK125269251
1460,ECK120016456,4351717,4351732,ECK125269251
1461,ECK120016458,987178,987192,ECK125269248
1462,ECK120016460,987153,987169,ECK125269248
1463,ECK120016462,987458,987472,ECK125269248
1464,ECK120016464,987514,987530,ECK125269248
1465,ECK120016466,2312920,2312931,ECK125269248
1466,ECK120016468,2312957,2312971,ECK125269248
1467,ECK120016470,2313174,2313188,ECK125269248
1468,ECK120016481,2303696,2303719,ECK125269372
1469,ECK120016481,2303696,2303719,ECK125269372
1470,ECK120016484,622205,622223,ECK125269238
1471,ECK120016484,622205,622223,ECK125269238
1472,ECK120016486,4246657,4246666,ECK125269290
1473,ECK120016486,4246657,4246666,ECK125269290
1474,ECK120016489,4246625,4246646,ECK125269234
1475,ECK120016489,4246625,4246646,ECK125269234
1476,ECK120016493,792022,792037,ECK125269344
1477,ECK120016493,792022,792037,ECK125269344
1478,ECK120016496,3581025,3581043,ECK125269238
1479,ECK120016496,3581025,3581043,ECK125269238
1480,ECK120016499,4012815,4012829,ECK125269346
1481,ECK120016499,4012815,4012829,ECK125269346
1482,ECK120016499,4012815,4012829,ECK125269346
1483,ECK120016521,2942646,2942660,ECK125269357
1484,ECK120016521,2942646,2942660,ECK125269357
1485,ECK120016528,4124544,4124561,ECK125269255
1486,ECK120016530,3592399,3592417,ECK125269258
1487,ECK120016534,3592442,3592463,ECK125269234
1488,ECK120016536,3592443,3592461,ECK125269258
1489,ECK120016538,3318365,3318379,ECK125269242
1490,ECK120016594,3169748,3169760,ECK125269404
1491,ECK120016596,3169281,3169293,ECK125269404
1492,ECK120016598,1130917,1130933,ECK125269253
1493,ECK120016598,1130917,1130933,ECK125269253
1494,ECK120016600,1130945,1130961,ECK125269253
1495,ECK120016602,1130943,1130959,ECK125269253
1496,ECK120016606,1988151,1988167,ECK125269253
1497,ECK120016608,1988124,1988140,ECK125269253
1498,ECK120016610,2001878,2001894,ECK125269253
1499,ECK120016612,2003768,2003784,ECK125269253
1500,ECK120016614,2003740,2003756,ECK125269253
1501,ECK120016618,4215357,4215372,ECK125269280
1502,ECK120016620,4215346,4215352,ECK125269280
1503,ECK120016622,4215295,4215301,ECK125269280
1504,ECK120016624,4215277,4215283,ECK125269280
1505,ECK120016626,4215268,4215274,ECK125269280
1506,ECK120016628,4215258,4215264,ECK125269280
1507,ECK120016630,4223652,4223667,ECK125269280
1508,ECK120016733,2019511,2019527,ECK125269253
1509,ECK120016735,1966247,1966263,ECK125269253
1510,ECK120016737,1966275,1966293,ECK125269253
1511,ECK120016739,2013068,2013086,ECK125269253
1512,ECK120016739,2013068,2013086,ECK125269253
1513,ECK120016742,2013097,2013113,ECK125269253
1514,ECK120016742,2013097,2013113,ECK125269253
1515,ECK120016745,687935,687953,ECK125269253
1516,ECK120016747,687950,687966,ECK125269253
1517,ECK120016801,2710113,2710127,ECK125269248
1518,ECK120016806,4404611,4404630,ECK125269273
1519,ECK120016808,3656820,3656839,ECK125269273
1520,ECK120016810,997598,997637,ECK125269385
1521,ECK120016816,4432012,4432030,ECK125269305
1522,ECK120016818,2685789,2685807,ECK125269305
1523,ECK120016820,2856826,2856844,ECK125269305
1524,ECK120016822,1500526,1500544,ECK125269305
1525,ECK120016824,1103376,1103397,ECK125269234
1526,ECK120016826,1103504,1103525,ECK125269234
1527,ECK120016828,451834,451855,ECK125269234
1528,ECK120016830,451680,451701,ECK125269234
1529,ECK120016832,1889856,1889877,ECK125269234
1530,ECK120016834,2177264,2177285,ECK125269234
1531,ECK120016836,3128177,3128198,ECK125269234
1532,ECK120016838,4551344,4551365,ECK125269234
1533,ECK120016840,2750980,2751002,ECK125269234
1534,ECK120016842,4201671,4201692,ECK125269234
1535,ECK120016844,1619030,1619051,ECK125269234
1536,ECK120016846,794989,795010,ECK125269234
1537,ECK120016848,2344608,2344629,ECK125269234
1538,ECK120016850,2825739,2825760,ECK125269234
1539,ECK120016852,2825438,2825459,ECK125269234
1540,ECK120016854,2716553,2716574,ECK125269234
1541,ECK120016856,3409983,3410004,ECK125269234
1542,ECK120016858,3410068,3410089,ECK125269234
1543,ECK120016860,3086506,3086527,ECK125269234
1544,ECK120016862,3493935,3493956,ECK125269234
1545,ECK120016864,3493680,3493701,ECK125269234
1546,ECK120016866,990441,990462,ECK125269234
1547,ECK120016868,990611,990632,ECK125269234
1548,ECK120016873,385094,385133,ECK125269385
1549,ECK120016885,180775,180789,ECK125269248
1550,ECK120016887,1699201,1699222,ECK125269234
1551,ECK120016887,1699201,1699222,ECK125269234
1552,ECK120016892,461715,461731,ECK125269248
1553,ECK120016894,461695,461709,ECK125269248
1554,ECK120016896,461647,461661,ECK125269248
1555,ECK120016996,2868175,2868189,ECK125269269
1556,ECK120016998,2868088,2868102,ECK125269269
1557,ECK120017021,997560,997601,ECK125269327
1558,ECK120017022,1074116,1074130,ECK125269269
1559,ECK120017032,2620954,2620967,ECK125269260
1560,ECK120017039,42072,42085,ECK125269260
1561,ECK120017043,2303606,2303621,ECK125269243
1562,ECK120017043,2303606,2303621,ECK125269243
1563,ECK120017043,2303606,2303621,ECK125269251
1564,ECK120017043,2303606,2303621,ECK125269251
1565,ECK120017045,3493905,3493920,ECK125269243
1566,ECK120017045,3493905,3493920,ECK125269251
1567,ECK120017053,2512719,2512740,ECK125269371
1568,ECK120017054,2512757,2512775,ECK125269238
1569,ECK120017070,3656814,3656823,ECK125269300
1570,ECK120017071,3667530,3667539,ECK125269300
1571,ECK120017074,2716499,2716515,ECK125269392
1572,ECK120017076,2460496,2460512,ECK125269286
1573,ECK120017085,3656856,3656875,ECK125269250
1574,ECK120017085,3656856,3656875,ECK125269250
1575,ECK120017085,3656856,3656875,ECK125269250
1576,ECK120017085,3656856,3656875,ECK125269277
1577,ECK120017085,3656856,3656875,ECK125269277
1578,ECK120017106,200347,200361,ECK125269248
1579,ECK120017107,3867282,3867299,ECK125269248
1580,ECK120017108,3039219,3039233,ECK125269248
1581,ECK120017116,1074163,1074179,ECK125269235
1582,ECK120017117,1563208,1563224,ECK125269235
1583,ECK120017118,3418838,3418854,ECK125269235
1584,ECK120017120,2428031,2428047,ECK125269235
1585,ECK120017136,3128177,3128189,ECK125269246
1586,ECK120017137,2662215,2662239,ECK125269442
1587,ECK120017150,1978500,1978514,ECK125269374
1588,ECK120017155,4360131,4360145,ECK125269263
1589,ECK120017164,3772317,3772331,ECK125269242
1590,ECK120017167,4617169,4617183,ECK125269242
1591,ECK120017169,1619098,1619119,ECK125269261
1592,ECK120017175,122044,122060,ECK125269392
1593,ECK120018486,1825765,1825784,ECK125269411
1594,ECK120018495,2153942,2153961,ECK125269411
1595,ECK120018496,1601378,1601399,ECK125269234
1596,ECK120018496,1601378,1601399,ECK125269234
1597,ECK120018499,546498,546513,ECK125269443
1598,ECK120018500,533879,533895,ECK125269384
1599,ECK120018502,1065316,1065338,ECK125269234
1600,ECK120018504,3244952,3244974,ECK125269234
1601,ECK120018504,3244952,3244974,ECK125269234
1602,ECK120018509,3088383,3088398,ECK125269344
1603,ECK120018509,3088383,3088398,ECK125269306
1604,ECK120018510,3088186,3088201,ECK125269344
1605,ECK120018510,3088186,3088201,ECK125269306
1606,ECK120018520,3246605,3246622,ECK125269338
1607,ECK120018521,4554403,4554420,ECK125269338
1608,ECK120018521,4554403,4554420,ECK125269322
1609,ECK120018526,1078954,1078959,ECK125269347
1610,ECK120018527,3606387,3606408,ECK125269328
1611,ECK120018540,102843,102860,ECK125269393
1612,ECK120018541,102697,102714,ECK125269393
1613,ECK120018541,102697,102714,ECK125269393
1614,ECK120018543,3613602,3613630,ECK125269440
1615,ECK120018545,2810727,2810747,ECK125269324
1616,ECK120018550,1572080,1572099,ECK125269250
1617,ECK120018556,3667608,3667627,ECK125269250
1618,ECK120019260,1074125,1074140,ECK125269265
1619,ECK120019261,4287584,4287599,ECK125269243
1620,ECK120019261,4287584,4287599,ECK125269251
1621,ECK120019264,1735376,1735398,ECK125269234
1622,ECK120019268,2153843,2153859,ECK125269248
1623,ECK120019269,2196446,2196465,ECK125269247
1624,ECK120019273,3647980,3647999,ECK125269247
1625,ECK120019275,1810177,1810196,ECK125269247
1626,ECK120019276,1995526,1995545,ECK125269247
1627,ECK120019281,2587435,2587453,ECK125269315
1628,ECK120019284,3731081,3731100,ECK125269242
1629,ECK120019288,3656902,3656916,ECK125269263
1630,ECK120019292,792064,792097,ECK125269380
1631,ECK120019293,792059,792092,ECK125269380
1632,ECK120020632,1712616,1712635,ECK125269275
1633,ECK120020636,29365,29391,ECK125269433
1634,ECK120020639,29415,29430,ECK125269262
1635,ECK120020641,29459,29485,ECK125269433
1636,ECK120020649,816845,816868,ECK125269372
1637,ECK120020662,42121,42134,ECK125269260
1638,ECK120020662,42121,42134,ECK125269260
1639,ECK120020665,612537,612550,ECK125269260
1640,ECK120020667,2620964,2620977,ECK125269260
1641,ECK120020669,3219163,3219176,ECK125269260
1642,ECK120020671,3267192,3267205,ECK125269260
1643,ECK120020673,3267235,3267248,ECK125269260
1644,ECK120020675,3552631,3552644,ECK125269260
1645,ECK120020677,4133709,4133722,ECK125269260
1646,ECK120020679,4133693,4133706,ECK125269260
1647,ECK120020681,4362113,4362126,ECK125269260
1648,ECK120020684,1488173,1488186,ECK125269260
1649,ECK120020686,3665992,3666005,ECK125269260
1650,ECK120020688,3667590,3667603,ECK125269260
1651,ECK120020690,3708026,3708039,ECK125269260
1652,ECK120020692,3545587,3545611,ECK125269299
1653,ECK120020694,2662240,2662264,ECK125269442
1654,ECK120020696,2303677,2303701,ECK125269299
1655,ECK120020698,176521,176545,ECK125269299
1656,ECK120020700,1764448,1764472,ECK125269299
1657,ECK120020702,1031930,1031954,ECK125269299
1658,ECK120020704,1791286,1791310,ECK125269299
1659,ECK120020708,3490211,3490228,ECK125269268
1660,ECK120020710,451839,451852,ECK125269260
1661,ECK120020712,1277796,1277808,ECK125269246
1662,ECK120020741,4035180,4035191,ECK125269241
1663,ECK120020742,4166308,4166319,ECK125269241
1664,ECK120020745,4617231,4617254,ECK125269372
1665,ECK120020768,2949193,2949211,ECK125269268
1666,ECK120020769,3490232,3490249,ECK125269268
1667,ECK120023162,1657956,1657970,ECK125269260
1668,ECK120023163,1313903,1313916,ECK125269260
1669,ECK120023165,3354476,3354489,ECK125269260
1670,ECK120023166,3540031,3540049,ECK125269238
1671,ECK120023167,3539956,3539978,ECK125269260
1672,ECK120023168,4274077,4274091,ECK125269269
1673,ECK120023168,4274077,4274091,ECK125269269
1674,ECK120023168,4274077,4274091,ECK125269269
1675,ECK120023168,4274077,4274091,ECK125269269
1676,ECK120023169,4274034,4274048,ECK125269269
1677,ECK120023169,4274034,4274048,ECK125269269
1678,ECK120023169,4274034,4274048,ECK125269269
1679,ECK120023169,4274034,4274048,ECK125269269
1680,ECK120023170,4273994,4274008,ECK125269269
1681,ECK120023170,4273994,4274008,ECK125269269
1682,ECK120023170,4273994,4274008,ECK125269269
1683,ECK120023170,4273994,4274008,ECK125269269
1684,ECK120023171,4273931,4273945,ECK125269269
1685,ECK120023171,4273931,4273945,ECK125269269
1686,ECK120023171,4273931,4273945,ECK125269269
1687,ECK120023171,4273931,4273945,ECK125269269
1688,ECK120023297,2976250,2976269,ECK125269275
1689,ECK120023298,2976447,2976466,ECK125269275
1690,ECK120023299,3374533,3374545,ECK125269246
1691,ECK120023400,4360416,4360430,ECK125269263
1692,ECK120023401,4360359,4360373,ECK125269263
1693,ECK120023402,4360274,4360288,ECK125269263
1694,ECK120023403,4360228,4360242,ECK125269263
1695,ECK120026323,1592593,1592605,ECK125269246
1696,ECK120026335,1447410,1447431,ECK125269234
1697,ECK120026335,1447410,1447431,ECK125269234
1698,ECK120026340,403635,403645,ECK125269272
1699,ECK120026342,403615,403629,ECK125269272
1700,ECK120026344,255731,255741,ECK125269272
1701,ECK120026348,1103816,1103826,ECK125269272
1702,ECK120026357,2839350,2839364,ECK125269373
1703,ECK120026370,1447418,1447438,ECK125269319
1704,ECK120026396,4058155,4058169,ECK125269242
1705,ECK120026467,1842265,1842286,ECK125269234
1706,ECK120026485,354840,354855,ECK125269262
1707,ECK120027930,1316176,1316186,ECK125269263
1708,ECK120029430,3058468,3058482,ECK125269298
1709,ECK120029432,3058479,3058493,ECK125269298
1710,ECK120029476,3601133,3601145,ECK125269246
1711,ECK120029479,3354418,3354430,ECK125269246
1712,ECK120029480,3354414,3354426,ECK125269246
1713,ECK120029481,957498,957519,ECK125269234
1714,ECK120029537,2914327,2914348,ECK125269234
1715,ECK120029540,3410138,3410152,ECK125269242
1716,ECK120029542,3410096,3410110,ECK125269242
1717,ECK120029544,3410018,3410032,ECK125269242
1718,ECK120029546,1822362,1822376,ECK125269242
1719,ECK120029548,1822251,1822265,ECK125269242
1720,ECK120029550,1822307,1822321,ECK125269242
1721,ECK120029552,1330816,1330830,ECK125269242
1722,ECK120029552,1330816,1330830,ECK125269242
1723,ECK120029555,1330795,1330809,ECK125269242
1724,ECK120029555,1330795,1330809,ECK125269242
1725,ECK120029558,1330774,1330788,ECK125269242
1726,ECK120029558,1330774,1330788,ECK125269242
1727,ECK120029561,1330743,1330757,ECK125269242
1728,ECK120029561,1330743,1330757,ECK125269242
1729,ECK120029564,1330717,1330731,ECK125269242
1730,ECK120029564,1330717,1330731,ECK125269242
1731,ECK120029567,1330943,1330957,ECK125269242
1732,ECK120029569,1330963,1330977,ECK125269242
1733,ECK120029571,1330992,1331006,ECK125269242
1734,ECK120029573,497990,498006,ECK125269276
1735,ECK120029575,4175283,4175297,ECK125269242
1736,ECK120029577,4175251,4175265,ECK125269242
1737,ECK120029581,2344620,2344634,ECK125269242
1738,ECK120029583,2344549,2344563,ECK125269242
1739,ECK120029585,2344479,2344493,ECK125269242
1740,ECK120029587,2344425,2344439,ECK125269242
1741,ECK120029608,3354433,3354454,ECK125269234
1742,ECK120029619,3354169,3354186,ECK125269268
